name,address,latitude,longitude,category,avg_rating,num_of_reviews,price,state,url,main_category
Basque Boulangerie Café,"Basque Boulangerie Café, 411 Hartz Ave, Danville, CA 94526",37.8212385,-121.999517,"Restaurant, Bakery, Cafe",4.3,108,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8ca975c03d69:0x6bb024600a2cea43?authuser=-1&hl=en&gl=us,Restaurant
Pascal French Oven,"Pascal French Oven, 155 Railroad Ave, Danville, CA 94526",37.82174,-122.001567,Bakery,4.3,27,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8ca84c13dc19:0x690401aa5f76f02d?authuser=-1&hl=en&gl=us,Bakery
Le Balcon Bakery,"Le Balcon Bakery, 7300 Sunset Blvd Ste H, Los Angeles, CA 90046",34.0975924,-118.3500123,Bakery,4.7,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bed932055555:0xa13295f3389c583f?authuser=-1&hl=en&gl=us,Bakery
Noah's NY Bagels,"Noah's NY Bagels, 415 Railroad Ave, Danville, CA 94526",37.8189973,-121.9975162,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.3,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8d0265113443:0x322a5e70370299e2?authuser=-1&hl=en&gl=us,Bagel shop
Faz Bakery & Coffee Bar,"Faz Bakery & Coffee Bar, 221 Hartz Ave, Danville, CA 94526",37.8228637,-122.001335,"Bakery, Cake shop, Coffee shop, Cupcake shop",4.4,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8ca832a8fecb:0x770ac75814f5422?authuser=-1&hl=en&gl=us,Bakery
Noah's NY Bagels,"Noah's NY Bagels, 15270 Antioch St #15276, Pacific Palisades, CA 90272",34.0467113,-118.5255148,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.1,64,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2a37a466af971:0x29de0d44e16465ab?authuser=-1&hl=en&gl=us,Bagel shop
Paris Baguette,"Paris Baguette, 5307 Beach Blvd #108, Buena Park, CA 90621",33.884459,-117.9976824,Bakery,4.1,138,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2b75341a7467:0xec266e58cd2905a5?authuser=-1&hl=en&gl=us,Bakery
Beard Papa's,"Beard Papa's, 14310 Culver Dr, Irvine, CA 92604",33.7060289,-117.7841238,Bakery,4.3,36,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdc5fffc64757:0x7fe6d10841f90547?authuser=-1&hl=en&gl=us,Bakery
Cupcakes and Curiosities,"Cupcakes and Curiosities, 3569 Main St, Riverside, CA 92501",33.9843652,-117.3730962,Bakery,4.7,58,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcb1faa205fe23:0x4831e2f0bf6c696f?authuser=-1&hl=en&gl=us,Bakery
Noah's NY Bagels,"Noah's NY Bagels, 100 Bush St Ste 102, San Francisco, CA 94104",37.7914629,-122.3998367,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.0,286,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580623d8d9671:0x2cdb60eb3a9d1655?authuser=-1&hl=en&gl=us,Bagel shop
La Villa Bakery #2,"La Villa Bakery #2, 11843 Lakewood Blvd, Downey, CA 90241",33.9280761,-118.1301351,"Bakery, Live music venue, Pastry shop",4.5,78,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cd741d312b0f:0xc21c54ebf2d806c8?authuser=-1&hl=en&gl=us,Bakery
Nothing Bundt Cakes,"Nothing Bundt Cakes, 3628 Rosemead Blvd, Rosemead, CA 91770",34.075104,-118.072693,"Bakery, Cake shop",4.3,18,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2dbc690e1663b:0xf0d8fec1e9d425f3?authuser=-1&hl=en&gl=us,Bakery
Renaud's Bakery,"Renaud's Bakery, 635 Foothill Blvd, La Cañada Flintridge, CA 91011",34.2017685,-118.1923717,Bakery,4.9,15,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c20844b09757:0xb9fe4bd52a9ce996?authuser=-1&hl=en&gl=us,Bakery
Ben & Jerry’s,"Ben & Jerry’s, 7559 Carson Blvd, Long Beach, CA 90808",33.829951,-118.086639,"Ice cream shop, Bakery, Candy store, Caterer, Snack bar",4.2,108,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2ddc4390ec95:0x137f2db3cca0e05f?authuser=-1&hl=en&gl=us,Ice cream shop
Cafe Big Mug,"Cafe Big Mug, 3787 Stevens Creek Blvd #104, Santa Clara, CA 95051",37.3239691,-121.968462,"Cafe, Bakery",4.5,78,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fcb16cba0196b:0x8af55dca4743a20e?authuser=-1&hl=en&gl=us,Cafe
La Mexicana Bakery,"La Mexicana Bakery, 11121 Main St, Lamont, CA 93241",35.2535148,-118.9140785,Bakery,4.2,78,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ea13c931f7dbcf:0xf287af6b83f48998?authuser=-1&hl=en&gl=us,Bakery
7-Eleven - Closed,"7-Eleven - Closed, 10821 Tierrasanta Blvd, San Diego, CA 92124",32.8212583,-117.0985535,"Convenience store, Bakery, Beer store, Candy store, Coffee shop, Food products supplier, Gas station, Snack bar, Tobacco shop, Wine store",2.1,8,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbfe19988f75cf:0x1710ff0db18273fb?authuser=-1&hl=en&gl=us,Convenience store
La Usuluteca,"La Usuluteca, 4014 W Washington Blvd, Los Angeles, CA 90018",34.039704,-118.3273573,"Salvadoran restaurant, Bakery, Deli",3.9,228,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b85c6776ae33:0xf4c723feb8234571?authuser=-1&hl=en&gl=us,Salvadoran restaurant
Cardenas Markets,"Cardenas Markets, 187 Harder Rd, Hayward, CA 94544",37.6485546,-122.0752864,"Supermarket, Bakery, Butcher shop, Caterer, Grocery store, Juice shop, Latin American restaurant, Mexican goods store, Mexican restaurant",3.5,588,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f93f8f6f13c1f:0x25fd4ef516b7f010?authuser=-1&hl=en&gl=us,Supermarket
Dunkin',"Dunkin', 4383 Clayton Rd Suite 10, Concord, CA 94521",37.9641218,-121.9892365,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.3,247,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80855f590e17bc85:0x5973641d2078c726?authuser=-1&hl=en&gl=us,Coffee shop
Republic of Cake,"Republic of Cake, 2 Orinda Theatre Square #151, Orinda, CA 94563",37.8783582,-122.1820485,Bakery,4.3,27,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857d2933a838b3:0x99589b000a6acb18?authuser=-1&hl=en&gl=us,Bakery
Prager Brothers Artisan Bread,"Prager Brothers Artisan Bread, 543 S Coast Hwy 101, Encinitas, CA 92024",33.0454158,-117.2934855,Bakery,4.7,28,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc0da54b039af7:0x1d813cd0dc07c856?authuser=-1&hl=en&gl=us,Bakery
Castillo Bakery,"Castillo Bakery, 1115 Washington Blvd A, Montebello, CA 90640",33.99457,-118.1200143,Bakery,4.2,8,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ce1896b7d153:0x93e9a6d9768ec7b9?authuser=-1&hl=en&gl=us,Bakery
Tanbii Bakery,"Tanbii Bakery, 8150 Garvey Ave #104, Rosemead, CA 91770",34.0609661,-118.0914852,Bakery,3.5,18,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d00b0ec3d19d:0x85e4c699f4fd78b4?authuser=-1&hl=en&gl=us,Bakery
Panera Bread,"Panera Bread, 3289 Zinfandel Dr, Rancho Cordova, CA 95670",38.582333,-121.284353,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.2,338,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809add4794458fb3:0x1c3fbdb74508b9c9?authuser=-1&hl=en&gl=us,Cafe
Donut King,"Donut King, 1912 Lincoln Blvd, Santa Monica, CA 90405",34.0116916,-118.4828953,Bakery,4.5,98,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bb2ba1f2bb69:0xf51ed60f01d0d7e8?authuser=-1&hl=en&gl=us,Bakery
Kara's Cupcakes Napa,"Kara's Cupcakes Napa, 610 1st St #19, Napa, CA 94559",38.3014329,-122.2815103,Bakery,4.1,35,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808506642df5542d:0xfac8c582e764e452?authuser=-1&hl=en&gl=us,Bakery
La Roca Bakery,"La Roca Bakery, 425 N H St, Lompoc, CA 93436",34.644704,-120.4582321,Bakery,4.2,58,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ec1ebfeefc843f:0x1abe87c0166749fd?authuser=-1&hl=en&gl=us,Bakery
La Boulange Bakery,"La Boulange Bakery, 151 University Ave, Palo Alto, CA 94301",37.4444002,-122.1635168,Bakery,4.4,18,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fbb3754347edf:0xb98ef6c48b5084e3?authuser=-1&hl=en&gl=us,Bakery
Panera Bread,"Panera Bread, 3050 Hotel Dr, Turlock, CA 95380",37.5222916,-120.8826813,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.4,396,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80910742e0653ff7:0x5093588beff565df?authuser=-1&hl=en&gl=us,Cafe
The Sweet Life,"The Sweet Life, 7940 Lander Ave #10, Hilmar, CA 95324",37.4033506,-120.8494009,Bakery,5.0,18,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809109bf0a487b57:0xff802263ed141a0e?authuser=-1&hl=en&gl=us,Bakery
The Crazy Bakery,"The Crazy Bakery, 120 Main St suite a, Woodland, CA 95695",38.6772283,-121.7811029,Bakery,4.2,98,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8084d1009782409f:0xc23f20160fe8eb1b?authuser=-1&hl=en&gl=us,Bakery
Panaderia Guadalajara Merced,"Panaderia Guadalajara Merced, 1339 W 18th St, Merced, CA 95340",37.3072597,-120.4954319,"Bakery, Convenience store, Ice cream shop, Mexican restaurant",4.7,98,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8091425a397e5f6f:0x14d743d72825d7fb?authuser=-1&hl=en&gl=us,Bakery
Panaderia Olmos and Pupusas,"Panaderia Olmos and Pupusas, 47 E 16th St, Merced, CA 95340",37.2976242,-120.4753504,Bakery,4.2,113,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8091431b4706aaad:0xa05d12b92ce3ced3?authuser=-1&hl=en&gl=us,Bakery
Panaderia La Flor De Izucar,"Panaderia La Flor De Izucar, E 29th St, Los Angeles, CA 90011",34.0187391,-118.2629322,Bakery,4.4,156,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c879c765d9c3:0x2eb94f37c387b502?authuser=-1&hl=en&gl=us,Bakery
La Norteña Bakery,"La Norteña Bakery, 2601 San Pedro St, Los Angeles, CA 90011",34.0215102,-118.2615363,Bakery,4.4,98,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c8786075851d:0x82e87d8e9bb4e8fd?authuser=-1&hl=en&gl=us,Bakery
Little Knopp's Bakery,"Little Knopp's Bakery, 2627 Rockville Rd, Fairfield, CA 94534",38.2461423,-122.0992171,Bakery,4.8,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808513e390ab29ed:0x1f2f1ed015b5c1bc?authuser=-1&hl=en&gl=us,Bakery
Valerio's Tropical Bakeshop,"Valerio's Tropical Bakeshop, 31844 Alvarado Blvd, Union City, CA 94587",37.5912542,-122.0697727,Bakery,4.2,52,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f95e813d993f5:0xa04088dcf123dd02?authuser=-1&hl=en&gl=us,Bakery
Starbread Bakery,"Starbread Bakery, 5855 Jarvis Ave C, Newark, CA 94560",37.551839,-122.048582,Bakery,4.6,205,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fbe4fba327fb1:0x996a9c0c859d403a?authuser=-1&hl=en&gl=us,Bakery
Elite Bakery,"Elite Bakery, 4123 Dyer St, Union City, CA 94587",37.5891209,-122.0704812,Bakery,4.3,68,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f95e8f1a505ff:0x9cee1325cc1d2163?authuser=-1&hl=en&gl=us,Bakery
Blue Aces Bake Shoppe,"Blue Aces Bake Shoppe, 8 W Gabilan St, Salinas, CA 93901",36.6757756,-121.6556735,Bakery,4.6,38,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808df8c185178d73:0x588e0a2d2ae3f236?authuser=-1&hl=en&gl=us,Bakery
Lady M Cake Boutique,"Lady M Cake Boutique, 4598 El Camino Real, Los Altos, CA 94022",37.4006773,-122.1132614,"Cake shop, Bakery, Cafe, Confectionery, Dessert restaurant, Dessert shop",4.1,95,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fb1b26237fb57:0xd281eb0dd4492a4a?authuser=-1&hl=en&gl=us,Cake shop
Milk,"Milk, 1639 Silver Lake Blvd, Los Angeles, CA 90026",34.0890981,-118.2690336,"Dessert shop, Bakery",4.5,265,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c73bc646463d:0x49a5aaccc32ec119?authuser=-1&hl=en&gl=us,Dessert shop
Panaderia La Colmena #2,"Panaderia La Colmena #2, 11020 Sherman Way, Sun Valley, CA 91352",34.2009917,-118.3711391,Bakery,4.7,366,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29435150832cf:0xb9a9c2e2d13c671c?authuser=-1&hl=en&gl=us,Bakery
Panaderia Mexico,"Panaderia Mexico, 6817 Woodman Ave, Van Nuys, CA 91405",34.194475,-118.4315294,Bakery,4.4,146,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c296fb28ccc88d:0x5732ed98e55286d3?authuser=-1&hl=en&gl=us,Bakery
Sheng Kee Bakery Store,"Sheng Kee Bakery Store, 10961 N Wolfe Rd, Cupertino, CA 95014",37.3363416,-122.0149601,Bakery,4.3,188,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fb596144db283:0x9ed37303e04693d0?authuser=-1&hl=en&gl=us,Bakery
Bristol Farms,"Bristol Farms, 837 Silver Spur Rd, Rolling Hills Estates, CA 90274",33.7695451,-118.3677572,"Gourmet grocery store, Bakery, Butcher shop, Cheese shop, Meat products, Produce market",4.2,128,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd4bc06dd8635f:0xbe4517940a95f8e8?authuser=-1&hl=en&gl=us,Gourmet grocery store
Noah's NY Bagels,"Noah's NY Bagels, 330 Manhattan Beach Blvd, Manhattan Beach, CA 90266",33.8851708,-118.4087796,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.6,126,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b3ecf26e1f1b:0xc1ced30474e283e2?authuser=-1&hl=en&gl=us,Bagel shop
Mayer's Bakery,"Mayer's Bakery, 14 Peninsula Center, Palos Verdes Peninsula, CA 90274",33.7750845,-118.3776074,"Bakery, Coffee shop, Takeout Restaurant, Pastry shop, Sandwich shop, Wedding bakery",4.0,58,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd4b9122613271:0x62c5b3f04951307a?authuser=-1&hl=en&gl=us,Bakery
Superba Food + Bread,"Superba Food + Bread, 830 CA-1 #100, El Segundo, CA 90245",33.9029092,-118.3943218,"Californian restaurant, American restaurant, Bakery, Cafe, Coffee shop, Restaurant",4.3,178,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b3ff1f78e8d5:0x391741ce10f6dbea?authuser=-1&hl=en&gl=us,Californian restaurant
Posh Bagel,"Posh Bagel, 4037 Piedmont Ave, Oakland, CA 94611",37.8261775,-122.2531144,"Bagel shop, Bakery",4.1,38,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857df7710bcac7:0xfed7298a8bb693c?authuser=-1&hl=en&gl=us,Bagel shop
Salgado's Bakery,"Salgado's Bakery, 10007 Long Beach Blvd, Lynwood, CA 90262",33.9443092,-118.2160339,Bakery,4.4,25,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x14e1a4a6cd98ebfd:0xa48eeffd8d00f512?authuser=-1&hl=en&gl=us,Bakery
Creme Si Bon,"Creme Si Bon, 192 Market Pl, San Ramon, CA 94583",37.7636502,-121.9521465,"Pastry shop, Bakery, Catering, Coffee shop, Dessert shop, European restaurant, Takeout Restaurant, Sandwich shop",4.5,88,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808ff28036454e4f:0xa5747ca311d437d8?authuser=-1&hl=en&gl=us,Pastry shop
La Flor De Mayo,"La Flor De Mayo, 733 Cooper Rd, Oxnard, CA 93030",34.204619,-119.170851,Bakery,3.5,8,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84c2686a76c29:0x285a6029fcd1627e?authuser=-1&hl=en&gl=us,Bakery
Saltroot Café,"Saltroot Café, 2960 Clement St, San Francisco, CA 94121",37.7818552,-122.4912051,"Cafe, Bakery, Coffee shop",4.7,58,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085870768d40001:0x468cad4e550d32a5?authuser=-1&hl=en&gl=us,Cafe
Pineapple King Bakery,"Pineapple King Bakery, 1915 Irving St, San Francisco, CA 94122",37.7633685,-122.4784427,Bakery,4.5,248,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808587657d6e6007:0xbf8260323811d52a?authuser=-1&hl=en&gl=us,Bakery
La Favorita Bakery,"La Favorita Bakery, 4149 Tweedy Blvd # C, South Gate, CA 90280",33.9438695,-118.1992607,Bakery,4.1,104,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cc0f3ad8074f:0x7669d0373c1bcfea?authuser=-1&hl=en&gl=us,Bakery
Christine Donuts,"Christine Donuts, 10708 Orr and Day Rd, Santa Fe Springs, CA 90670",33.9362031,-118.0897744,Bakery,4.6,38,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d28ca28c82c5:0xf27eeb1320e9354e?authuser=-1&hl=en&gl=us,Bakery
Luna's Bakery,"Luna's Bakery, 3910 Florence Ave, Bell, CA 90201",33.9711505,-118.1974614,"Bakery, Store",4.5,57,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ceb125ff7c03:0x23322ade5cc4cd77?authuser=-1&hl=en&gl=us,Bakery
Los Reyes Carniceria Y Panaderia,"Los Reyes Carniceria Y Panaderia, 4026 Gage Ave, Bell, CA 90201",33.978789,-118.1953246,Bakery,4.5,108,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cec8148f7bb5:0x9b7c17a692d1a2fd?authuser=-1&hl=en&gl=us,Bakery
Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 10619 Valley Blvd Unit D, El Monte, CA 91731",34.07739,-118.03976,"Frozen yogurt shop, Bakery, Cake shop, Caterer, Dessert restaurant, Dessert shop, Ice cream shop, Kosher restaurant",4.5,45,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d0a06fac919d:0x40fa2dece5bea99c?authuser=-1&hl=en&gl=us,Frozen yogurt shop
Sweet E's Bake Shop,"Sweet E's Bake Shop, 4574 W Adams Blvd, Los Angeles, CA 90016",34.032359,-118.340313,"Bakery, Balloon store, Cake shop, Caterer, Cookie shop, Cupcake shop, Delivery service, Event venue, Gift shop, Wedding bakery",4.2,156,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b95d762df3a9:0x352d81d13df395f2?authuser=-1&hl=en&gl=us,Bakery
Posh Bagel Roseville,"Posh Bagel Roseville, 10301-10375, Fairway Dr, Roseville, CA 95678",38.7891354,-121.2825974,Bakery,4.6,138,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b21ed59d20357:0x2e0db1fdb04a53c7?authuser=-1&hl=en&gl=us,Bakery
'Lette Macarons - Old Pasadena,"'Lette Macarons - Old Pasadena, 14 S Fair Oaks Ave, Pasadena, CA 91105",34.1454718,-118.1503402,"Cookie shop, Bakery, Dessert shop",4.3,14,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c371085cefb3:0xeea252f6a93f0812?authuser=-1&hl=en&gl=us,Cookie shop
Costco Bakery,"Costco Bakery, 1220 W Foothill Blvd, Azusa, CA 91702",34.1313052,-117.9260798,Bakery,4.5,4,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d875e2870995:0x6e600d13dc2090d5?authuser=-1&hl=en&gl=us,Bakery
Rancho Grande Markets,"Rancho Grande Markets, 51508 Harrison St, Coachella, CA 92236",33.674481,-116.181418,"Grocery store, Bakery, Butcher shop, Supermarket",4.3,118,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80da588a40fba113:0x38ebe4057259bed5?authuser=-1&hl=en&gl=us,Grocery store
Diana's Bakery,"Diana's Bakery, 52565 Harrison St, Coachella, CA 92236",33.6667337,-116.1822059,Bakery,4.6,58,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80da58f59166e7e3:0xca40dc13c51f08f7?authuser=-1&hl=en&gl=us,Bakery
Panaderia La Purisima,"Panaderia La Purisima, 840 Harbor Blvd, West Sacramento, CA 95691",38.578225,-121.5489035,Bakery,4.6,28,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad4106ce30049:0x2fb19f2f65d322f?authuser=-1&hl=en&gl=us,Bakery
Not Just Cheesecakes,"Not Just Cheesecakes, 653 E Campbell Ave #1, Campbell, CA 95008",37.2872572,-121.9383859,"Wedding bakery, Bakery, Cake shop",5.0,6,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e34dd74473759:0x8038269f2000c31e?authuser=-1&hl=en&gl=us,Wedding bakery
Duke Bakery,"Duke Bakery, 3033 Bristol St Q, Costa Mesa, CA 92626",33.6816144,-117.8867306,Bakery,5.0,3,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdf18f1248fc3:0x67893640629e8553?authuser=-1&hl=en&gl=us,Bakery
Fresh Donuts,"Fresh Donuts, 1137 Country Club Dr, Madera, CA 93638",36.9763286,-120.07282,"Bakery, Dessert shop",4.1,28,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80940bf3db9a9c59:0x8a63471c28ad592a?authuser=-1&hl=en&gl=us,Bakery
Le Chef Bakery,"Le Chef Bakery, 1221 Date St, Montebello, CA 90640",33.9915869,-118.1240326,Bakery,4.5,35,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ce1760894367:0xb5f6ac69e47c7214?authuser=-1&hl=en&gl=us,Bakery
Starbread,"Starbread, 6127 Mack Rd, Sacramento, CA 95823",38.4757827,-121.4302332,Bakery,4.7,328,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ac59390b6e243:0x8ed6a7cf006c0cbd?authuser=-1&hl=en&gl=us,Bakery
Trinity Justo Bakery & Deli,"Trinity Justo Bakery & Deli, 245 E St, Lemoore, CA 93245",36.3027491,-119.7845855,Bakery,4.8,18,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094c0a1c2369315:0xde547da96ad30436?authuser=-1&hl=en&gl=us,Bakery
Flour Power Cakery,"Flour Power Cakery, 2389 Fletcher Pkwy, El Cajon, CA 92020",32.802330999999995,-116.996946,"Bakery, Cake shop, Wedding bakery",4.2,93,medium,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9579ad5229187:0x2f9d2c1570f33ab2?authuser=-1&hl=en&gl=us,Bakery
Pisco Sour Market & Peruvian Restaurant,"Pisco Sour Market & Peruvian Restaurant, 19239 Roscoe Blvd, Northridge, CA 91324",34.221191,-118.552703,"Supermarket, Bakery, Butcher shop, Grocery store, Peruvian restaurant",4.4,88,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29bbc30531f8f:0xdb381d16724d758a?authuser=-1&hl=en&gl=us,Supermarket
Harvey's Gourmet Donuts,"Harvey's Gourmet Donuts, 19030 Railroad Ave, Sonoma, CA 95476",38.3007455,-122.4865521,Bakery,4.8,48,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085ac35e1272667:0x2d6c6cf2ad184934?authuser=-1&hl=en&gl=us,Bakery
La Monarca Bakery & Cafe,"La Monarca Bakery & Cafe, 1001 Mission St, South Pasadena, CA 91030",34.1156408,-118.1570199,"Bakery, Cake shop, Coffee shop, Dessert shop",4.4,138,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c48986629cb5:0xa124d4f63ae8e031?authuser=-1&hl=en&gl=us,Bakery
Little Cakes Cupcake Kitchen,"Little Cakes Cupcake Kitchen, 30 Main St #180, Vista, CA 92083",33.2009902,-117.244715,"Bakery, Wedding bakery",4.2,158,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc7698a99474b3:0x881e65de3b1508be?authuser=-1&hl=en&gl=us,Bakery
Einstein Bros. Bagels,"Einstein Bros. Bagels, G318 Student Center Bldg, 204, Irvine, CA 92697",33.6455982,-117.8406387,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.3,36,low,closed_temp,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcde0df4a0c989:0xa95cf4b252b840b8?authuser=-1&hl=en&gl=us,Bagel shop
Creamistry,"Creamistry, 1875 Newport Blvd #104, Costa Mesa, CA 92627",33.6422965,-117.9180099,"Ice cream shop, Bakery, Coffee shop, Dessert restaurant",4.2,114,medium,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdf8f24afdf65:0xfdf88fd9372aa9b4?authuser=-1&hl=en&gl=us,Ice cream shop
Wali Bakery & Cafe,"Wali Bakery & Cafe, 1249 Stockton St, San Francisco, CA 94133",37.7973366,-122.408843,Bakery,4.4,5,low,permanently_closed,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580f3a31cdcdf:0x661bf6ad33bf1596?authuser=-1&hl=en&gl=us,Bakery
King of Nablus Sweets,"King of Nablus Sweets, 1035 Broadway, El Cajon, CA 92021",32.807247499999995,-116.9467061,Bakery,4.0,113,medium,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d95853187fe0cd:0xba66bf06cea07293?authuser=-1&hl=en&gl=us,Bakery
Noah's NY Bagels,"Noah's NY Bagels, 608 Las Posas Rd, Camarillo, CA 93010",34.2224522,-119.0678193,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.3,138,low,open,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e8498b29449c9d:0x84f460f205425075?authuser=-1&hl=en&gl=us,Bagel shop
